trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_gap_pct,paper_extra_vs_single_pct,target_importance,exact_importance,exact_rows,exact_chunks,exact_aff_ms,exact_build_ms,exact_solve_ms,exact_single_query_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,single_gap_pct,single_exact
0,2.48,hot-cold,224,0.875,0.9821052286412937,224,1,0.04231893683487661,0.703244,0.0,0.0,0.9821052286412937,0.9821052286412938,224,1,0.04231893683487661,30.228909,0.153748,30.382657000000002,0.9821052286412937,224,1,0.04231893683487661,0.04278,0.0,True
0,3.3,random,32,0.125,0.27544676743137475,32,1,0.015474893102842693,0.830742,0.0,0.0,0.27544676743137475,0.27644930022042696,32,1,0.015474893102842693,32.005487,0.158667,32.164154,0.27644930022042696,32,1,0.015474893102842693,0.073728,0.0,True
0,3.3,random,64,0.25,0.4277719852283485,64,1,0.019948900391515013,0.527385,0.7058009442146407,0.7058009442146407,0.4277719852283485,0.4458664157197329,63,1,0.019809087663744,32.005487,0.154869,32.160356,0.44586641571973296,63,1,0.019809087663744,0.06961,0.0,True
0,3.3,random,96,0.375,0.6282795307190001,96,2,0.0354237934943577,0.521765,26.88411381742075,26.88411381742075,0.6282795307190001,0.6633961662135606,121,1,0.027918225874462577,32.005487,0.153917,32.159404,0.6633961662135603,121,1,0.027918225874462577,0.060824,0.0,True
0,3.3,random,128,0.5,0.6966640627541225,128,1,0.028896914968859648,0.492149,0.0,0.0,0.6966640627541225,0.6969696293872342,128,1,0.028896914968859648,32.005487,0.170709,32.176196000000004,0.6969696293872341,128,1,0.028896914968859648,0.056916,0.0,True
0,3.3,random,160,0.625,0.8077906122819549,160,2,0.04437180807170234,0.535901,30.773892167294914,30.773892167294914,0.8077906122819549,0.811017957862934,164,1,0.03393017316861601,32.005487,0.162082,32.167569,0.8110179578629338,164,1,0.03393017316861601,0.054212,0.0,True
0,3.3,random,192,0.75,0.8548706069512347,192,2,0.04884581536037466,0.595693,27.188797622433647,27.188797622433647,0.8548706069512347,0.8569043889530151,196,1,0.03840418045728833,32.005487,0.175889,32.181376,0.8569043889530154,196,1,0.03840418045728833,0.051376,0.0,True
0,3.3,random,224,0.875,0.9105330557866493,224,1,0.04231893683487661,0.644915,0.0,0.0,0.9105330557866493,0.9105330557866493,224,1,0.04231893683487661,32.005487,0.17671,32.182197,0.9105330557866493,224,1,0.04231893683487661,0.047098,0.0,True
0,3.3,local,32,0.125,0.7188003312403864,32,1,0.015474893102842693,0.851381,0.0,0.0,0.7188003312403864,0.7188003312403866,32,1,0.015474893102842693,30.9738,0.154699,31.128499,0.7188003312403864,32,1,0.015474893102842693,0.050324,0.0,True
0,3.3,local,64,0.25,0.8276972467181419,64,2,0.030949786205685385,0.532825,26.724412223827354,26.724412223827354,0.8276972467181419,0.8324729895555725,96,1,0.02442290768018733,30.9738,0.156442,31.130242,0.8324729895555719,96,1,0.02442290768018733,0.047399,0.0,True
0,3.3,local,96,0.375,0.8324729895555719,96,1,0.02442290768018733,0.515963,0.0,0.0,0.8324729895555719,0.8324729895555725,96,1,0.02442290768018733,30.9738,0.142075,31.115875,0.8324729895555719,96,1,0.02442290768018733,0.046397,0.0,True
0,3.3,local,128,0.5,0.9105036397324872,128,2,0.03989780078303003,0.550609,0.9491220786110643,0.9491220786110643,0.9105036397324872,0.912504010684372,204,1,0.039522682279456406,30.9738,0.146013,31.119813,0.9125040106843709,204,1,0.039522682279456406,0.044142,0.0,True
